"Year","County","Waterbody","Town","Month"," Number ","Species","Size (Inches)"
"2016","Erie","Sprague Brook Park - Foote Ro","Concord","April","50","Brown Trout","13.9"
"2016","Erie","Sprague Brook Park - Foote Ro","Concord","April","100","Rainbow Trout","8.6"
"2016","Erie","Sprague Brook Park A and B Pon","Concord","April","80","Brown Trout","13.9"
"2016","Erie","Sprague Brook Park A and B Pon","Concord","April","200","Rainbow Trout","8.6"
"2016","Erie","Sprague Brook Park Veteran's P","Concord","April","80","Brown Trout","13.9"
"2016","Erie","Sprague Brook Park Veteran's P","Concord","April","200","Rainbow Trout","8.6"
"2016","Genesee","Spring Brook","Byron","March","260","Brown Trout","8.1"
"2016","Genesee","Spring Brook","Byron","March","150","Brown Trout","13.8"
"2016","Essex","Springhill Pond","Ticonderoga","October","1,000","Brook Trout","4.2"
"2016","Essex","Springhill Pond","Ticonderoga","October","500","Rainbow Trout","5.3"
"2016","Erie","Springville Field and Stream C","Concord","May","160","Brook Trout","9.4"
"2016","Livingston","Springwater Creek","Springwater","October","5,200","Rainbow Trout",
"2016","Dutchess","Sprout Creek","East Fishkill","April","1,120","Brown Trout","8.9"
"2016","Dutchess","Sprout Creek","East Fishkill","April","650","Brown Trout","8.9"
"2016","Dutchess","Sprout Creek","East Fishkill","March","1,980","Brown Trout","9"
"2016","Dutchess","Sprout Creek","East Fishkill","March","1,210","Brown Trout","9"
"2016","Dutchess","Sprout Creek","East Fishkill","March","200","Brown Trout","13.6"
"2016","Dutchess","Sprout Creek","East Fishkill","March","330","Brown Trout","13.6"
"2016","Dutchess","Sprout Creek","La Grange","April","130","Brown Trout","8.9"
"2016","Dutchess","Sprout Creek","La Grange","March","600","Brown Trout","9"
"2016","Dutchess","Sprout Creek","La Grange","March","80","Brown Trout","13.6"
"2016","Essex","Spruce Hill Brook","Keene","April","150","Brown Trout","13"
"2016","Essex","Spruce Mill Brook","Lewis","April","600","Brook Trout","8"
"2016","Essex","Spruce Mill Brook","Lewis","May","240","Brook Trout","8.5"
"2016","Essex","Spruce Mill Brook","Lewis","May","800","Brook Trout","8.5"
"2016","Essex","Spruce Mill Brook","Lewis","May","260","Brown Trout","8.4"
"2016","Essex","Spruce Mill Brook","Lewis","May","860","Brown Trout","8.7"
"2016","Onondaga","Spruce Pond","Fabius","April","700","Brook Trout","8"
"2016","Onondaga","Spruce Pond","Fabius","March","900","Brook Trout","8"
"2016","Onondaga","Spruce Pond","Fabius","April","800","Rainbow Trout","9"
"2016","Onondaga","Spruce Pond","Fabius","April","800","Rainbow Trout","9"
"2016","Onondaga","Spruce Pond","Fabius","May","700","Rainbow Trout","9"
"2016","Warren","Spuytenduivel Creek","Horicon","April","400","Brook Trout","10"
"2016","Hamilton","Squirrel Pond","Indian Lake","September","450","Brook Trout","4"
"2016","Franklin","St. Germain Pond","Harrietstown","October","400","Brook Trout","5.5"
"2016","St Lawrence","St. Lawrence River","Massena","October","500","Lake Sturgeon",
"2016","Franklin","St. Regis Falls Impoundment","Waverly","June","3,200","Walleye","1.7"
"2016","St Lawrence","St. Regis River","Brasher","October","500","Lake Sturgeon",
"2016","Franklin","St. Regis River","Dickinson","May","1,380","Brown Trout","8.7"
"2016","Franklin","St. Regis River","Dickinson","May","1,000","Brown Trout","13.1"
"2016","Franklin","St. Regis River","Dickinson","May","1,600","Rainbow Trout","9.6"
"2016","St Lawrence","St. Regis River","Lawrence","May","730","Brown Trout","13.1"
"2016","St Lawrence","St. Regis River","Lawrence Hopkinton","May","3,970","Brown Trout","8.6"
"2016","St Lawrence","St. Regis River","Lawrence Hopkinton","May","4,600","Rainbow Trout","9.6"
"2016","St Lawrence","St. Regis River","Lawrence Hopkinton","June","3,250","Rainbow Trout",
"2016","St Lawrence","Star Lake","Fine","April","300","Lake Trout","6.8"
"2016","St Lawrence","Star Lake","Fine","April","1,000","Landlocked Salmon","6.7"
"2016","St Lawrence","Star Lake","Fine","May","2,000","Rainbow Trout","9.2"
"2016","Herkimer","State Barge Canal","Schuyler","September","1,000","Tiger Muskellunge",
"2016","Cattaraugus","State Ditch","Conewango","October","100","Muskellunge","9.1"
"2016","Herkimer","Steele Creek","German Flats","April","900","Rainbow Trout","9"
"2016","Cayuga","Sterling Creek","Sterling","May","87,200","Chinook","3.1"
"2016","Cayuga","Sterling Creek","Sterling","April","4,600","Steelhead","4.7"
"2016","Cayuga","Sterling Valley Creek","Sterling","April","4,600","Steelhead","4.7"
"2016","Essex","Stevens Pond","Wilmington","May","400","Brown Trout","13"
"2016","Essex","Stevens Pond","Wilmington","May","25","Brown Trout","18"
"2016","Warren","Stewart Brook","Lake Luzerne","October","1,500","Brown Trout",
"2016","Putnam","Stillwater Pond","Kent","April","860","Brown Trout","8.9"
"2016","Putnam","Stillwater Pond","Kent","April","100","Brown Trout","13.7"
"2016","Putnam","Stillwater Pond","Kent","April","1,000","Rainbow Trout","9"
"2016","Westchester","Stone Hill River","Bedford","April","430","Brown Trout","9"
"2016","Westchester","Stone Hill River","Bedford","March","300","Brown Trout","9"
"2016","Westchester","Stone Hill River","Bedford","March","100","Brown Trout","13.5"
"2016","Franklin","Stony Brook","Bangor","April","300","Brown Trout","8"
"2016","Rockland","Stony Brook","Ramapo","March","300","Brown Trout","8.9"
"2016","Rockland","Stony Brook","Ramapo","May","170","Brown Trout","9"
"2016","Jefferson","Stony Creek","Henderson","May","2,590","Brown Trout","8.6"
"2016","Jefferson","Stony Creek","Henderson","April","20,700","Steelhead","4.7"
"2016","Ulster","Stony Kill","Rochester","May","260","Brook Trout","8.2"
"2016","St Lawrence","Sucker Lake","Fine","May","430","Brown Trout","8.1"
"2016","Livingston","Sugar Creek","Ossian","March","1,280","Brook Trout","8.4"
"2016","Franklin","Sumner Brook","Bloomingdale","March","240","Brook Trout","8"
"2016","Franklin","Sunday Pond","Santa Clara","October","300","Brook Trout","4"
"2016","Franklin","Sunrise Pond","Santa Clara","October","1,500","Brook Trout","4"
"2016","Dutchess","Swamp River","Dover","April","130","Brown Trout","9"
"2016","Dutchess","Swamp River","Dover","March","520","Brown Trout","9.3"
"2016","Suffolk","Swan River","Brookhaven","October","200","Brown Trout","12.2"
"2016","Dutchess","Sylvan Lake","Beekman","April","1,720","Brown Trout","8.9"
"2016","St Lawrence","Sylvia Lake","Fowler","May","3,000","Rainbow Trout","9.1"
"2016","Rensselaer","Tackawasick Creek","Nassau","March","520","Brown Trout","8"
"2016","Rensselaer","Tackawasick Creek","Nassau","March","780","Brown Trout","8"
"2016","Rensselaer","Tackawasick Creek","Nassau","March","100","Brown Trout","12.4"
"2016","Columbia","Taghkanic Creek","Greenport","April","2,330","Brown Trout","8"
"2016","Columbia","Taghkanic Creek","Greenport","April","510","Brown Trout","8.2"
"2016","Columbia","Taghkanic Creek","Greenport","April","200","Brown Trout","12.7"
"2016","Onondaga","Tannery Creek","NULL","March","150","Brook Trout","8"
